name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
telangana,2022-07-05,30.1,21.5,24.7,34.4,21.5,25.6,22.7,88.7,11,100,8.33,rain,0,0,46.8,20.3,270.2,1003.4,86.2,5.1,122.1,10.5,8,10,2022-07-05T05:46:38,2022-07-05T18:54:45,0.21,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-06,27.1,22,24.2,29.8,22,24.5,22.2,88.9,0.2,100,4.17,rain,0,0,43.9,20.3,256.5,1004.6,95.2,5,22,1.9,1,10,2022-07-06T05:46:57,2022-07-06T18:54:46,0.24,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,remote,43128099999"
telangana,2022-07-07,28.3,23,25.1,32.2,23,25.8,22.8,86.9,0.7,100,12.5,rain,0,0,51.1,25.9,267.8,1006.7,90.1,5.2,123.3,10.6,4,10,2022-07-07T05:47:16,2022-07-07T18:54:47,0.25,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-08,24.1,21.1,22.6,24.1,21.1,22.6,21.8,95.4,35.1,100,16.67,rain,0,0,54.4,22.3,267,1006.1,97.6,4.4,17.7,1.5,1,10,2022-07-08T05:47:35,2022-07-08T18:54:46,0.31,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-09,22.2,20.2,21.5,22.2,20.2,21.5,20.9,96.5,34,100,25,rain,0,0,58.3,26.8,274.9,1003.6,99.7,4.2,14.1,1.1,1,10,2022-07-09T05:47:55,2022-07-09T18:54:44,0.35,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VOHY,43083099999,43128599999,43128099999,VOHS"
telangana,2022-07-10,23.2,20.3,21.9,23.2,20.3,21.9,21.6,98.1,23,100,16.67,rain,0,0,68.8,22.3,278,1004.4,100,3.9,24.3,2.1,1,10,2022-07-10T05:48:14,2022-07-10T18:54:42,0.38,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-11,24.9,21.1,22.6,24.9,21.1,22.6,21.9,96.2,8,100,12.5,rain,0,0,65.9,22.3,274.2,1005.6,100,4.4,25.8,2.2,1,10,2022-07-11T05:48:34,2022-07-11T18:54:38,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-12,23,20.2,21.8,23,20.2,21.8,21.5,97.8,26,100,25,rain,0,0,68.8,37.1,273.6,1005.3,99.8,3.6,16.1,1.4,1,10,2022-07-12T05:48:54,2022-07-12T18:54:33,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-13,22,20.2,21.4,22,20.2,21.4,21.1,97.9,10,100,12.5,rain,0,0,73.8,38.9,270.6,1002.9,100,4.6,16,1.3,1,10,2022-07-13T05:49:14,2022-07-13T18:54:28,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-14,24.9,20.2,22.6,24.9,20.2,22.6,21.5,93.7,0.5,100,4.17,rain,0,0,68,38.9,272.8,1001.6,94.2,4.4,59.7,5.1,3,10,2022-07-14T05:49:34,2022-07-14T18:54:21,0.5,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"VOHY,43083099999,43128599999,43128099999,VOHS"
telangana,2022-07-15,28.3,22.1,24.5,30.9,22.1,24.7,22.1,86.8,0,0,0,rain,0,0,61.9,26.4,269.3,1003.8,88.7,4.8,211.8,18.2,8,10,2022-07-15T05:49:54,2022-07-15T18:54:13,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-16,29.2,22,25.2,33.1,22,26.3,22.5,85.5,0,0,0,rain,0,0,51.8,25.9,262.6,1005.2,78.9,5.4,235.1,20.5,8,30,2022-07-16T05:50:14,2022-07-16T18:54:05,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-17,26.9,22.1,24.1,29.9,22.1,24.3,22.6,91.5,10,100,4.17,rain,0,0,49.3,22.1,281.3,1006.1,95,4.8,96.8,8.4,4,10,2022-07-17T05:50:34,2022-07-17T18:53:55,0.62,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-18,26.5,22,24,26.5,22,24,22.6,92.3,3.5,100,8.33,rain,0,0,50.8,22.3,269.2,1006.9,92.3,4.8,201.1,17.5,9,10,2022-07-18T05:50:55,2022-07-18T18:53:45,0.65,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-19,29.2,22,25.5,33.3,22,26.6,22.7,85.1,0.1,100,4.17,rain,0,0,40.7,14.8,262.1,1007.8,59,5.4,259.7,22.5,10,10,2022-07-19T05:51:15,2022-07-19T18:53:33,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-20,31,23,26.4,35.5,23,28.1,23,82.1,0,0,0,,0,0,38.9,22.3,284.4,1008,48.3,5.9,291.1,25.2,10,10,2022-07-20T05:51:34,2022-07-20T18:53:20,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-21,28.7,23.1,25.9,32,23.1,26.7,22.7,82.7,0,0,0,,0,0,37.8,14.8,293.4,1008.2,77.9,5.3,141.8,12.2,7,10,2022-07-21T05:51:54,2022-07-21T18:53:06,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-22,27,21.1,23.3,29.2,21.1,23.4,22.1,92.9,69,100,8.33,rain,0,0,35.3,18.4,289,1008.4,96.4,3.8,95.8,8.2,5,10,2022-07-22T05:52:14,2022-07-22T18:52:52,0.78,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-23,25.8,21.9,23.2,25.8,21.9,23.2,22.2,94,15,100,8.33,rain,0,0,42.8,22.3,285.2,1007.3,96.9,4.4,39.8,3.5,2,10,2022-07-23T05:52:34,2022-07-23T18:52:36,0.82,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-24,26.3,21,23.6,26.3,21,23.6,22.1,91.4,1,100,4.17,rain,0,0,41,16.6,267.6,1007.6,92.2,5,206.8,17.8,8,10,2022-07-24T05:52:53,2022-07-24T18:52:19,0.85,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-25,28.3,21.1,24.6,31.3,21.1,25.3,22.3,87.5,0.7,100,4.17,rain,0,0,38.5,14.8,272.7,1009,87.8,5.1,57.7,5.1,3,10,2022-07-25T05:53:12,2022-07-25T18:52:01,0.88,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-26,24.8,21.1,22.7,24.8,21.1,22.7,21.9,95.4,18,100,16.67,rain,0,0,31.7,22.3,291,1010.5,93.9,4.6,120.3,10.3,8,10,2022-07-26T05:53:31,2022-07-26T18:51:43,0.92,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-27,29.9,22,25,35.8,22,26.2,23,89.2,0.3,100,4.17,rain,0,0,29.9,10.3,287.5,1010.3,84.2,4.7,234.2,20.2,10,30,2022-07-27T05:53:50,2022-07-27T18:51:23,0.95,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-28,29.6,22.3,25.6,35.5,22.3,27.2,23.2,87.1,1,100,4.17,rain,0,0,14,10.3,100.7,1011.1,69.4,4.7,248.3,21.4,10,60,2022-07-28T05:54:09,2022-07-28T18:51:02,0,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-29,30.2,19.4,24.4,36.5,19.4,26,22.4,88.8,53,100,8.33,rain,0,0,33.5,14.4,99.7,1010.6,75.8,4.6,263.2,22.6,10,30,2022-07-29T05:54:27,2022-07-29T18:50:40,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-30,31.2,21.2,25.9,36.1,21.2,27.6,22.6,82.9,3.5,100,29.17,rain,0,0,33.5,30.8,316.2,1009.4,64.1,5.4,256.8,22.3,9,30,2022-07-30T05:54:46,2022-07-30T18:50:17,0.05,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-07-31,31.5,22.1,26.3,37.8,22.1,28.3,23.5,85.2,0.8,100,4.17,rain,0,0,13,15.7,325.7,1007.4,66.1,5.3,260.4,22.3,10,30,2022-07-31T05:55:04,2022-07-31T18:49:54,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-01,29,24,25.2,35.5,24,25.9,23.9,92.6,29,100,8.33,rain,0,0,22,7.6,7.7,1007.3,81,4.7,281.8,24.3,10,30,2022-08-01T05:55:21,2022-08-01T18:49:29,0.12,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-02,29.7,23.8,25.7,35.5,23.8,26.7,23.9,90.4,1,100,4.17,rain,0,0,35.3,9.4,306.2,1006.4,82.9,4.8,264.1,22.8,8,30,2022-08-02T05:55:39,2022-08-02T18:49:03,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-03,30.9,24,26.8,37.4,24,29.1,23.8,84.5,1.4,100,12.5,rain,0,0,15.5,8.5,9.9,1005.6,71.9,4.9,267.5,23.3,9,30,2022-08-03T05:55:56,2022-08-03T18:48:37,0.19,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-04,30.1,23,25.2,36.4,23,25.8,23.3,89.7,4.2,100,8.33,rain,0,0,25.9,12.6,283,1005.4,83.1,4.7,265.4,22.9,9,30,2022-08-04T05:56:13,2022-08-04T18:48:09,0.23,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-05,29.8,23,25.2,33.8,23,25.9,23.1,88.9,0.1,100,4.17,rain,0,0,37.4,11.2,252.7,1004.8,90.9,4.8,250.5,21.5,9,30,2022-08-05T05:56:30,2022-08-05T18:47:41,0.25,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-06,27.5,23,24.8,30.1,23,25.2,22.5,87.3,0.8,100,4.17,rain,0,0,44.3,20.3,259.7,1004.1,93,5.3,39.2,3.3,1,10,2022-08-06T05:56:46,2022-08-06T18:47:12,0.3,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-07,26.9,22,24.1,29.5,22,24.2,22.7,92.5,3,100,4.17,rain,0,0,45.7,19.4,267.6,1003,94.3,5,34.7,3,1,10,2022-08-07T05:57:02,2022-08-07T18:46:41,0.33,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-08,24.2,22,22.9,24.2,22,22.9,22.3,96.4,6.2,100,12.5,rain,0,0,58.7,25.9,264.9,1001.9,98.9,4.7,23,2,1,10,2022-08-08T05:57:18,2022-08-08T18:46:10,0.37,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-09,25.9,21,23.7,25.9,21,23.7,22.5,93,4.8,100,8.33,rain,0,0,61.9,27.9,262.3,1002,91.4,4.8,19.8,1.6,1,10,2022-08-09T05:57:34,2022-08-09T18:45:38,0.4,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-10,27.3,22,24.4,29.5,22,24.7,21.1,82.2,0.2,100,8.33,rain,0,0,58.3,36,268.6,1002.1,93,5.3,216.6,18.6,8,10,2022-08-10T05:57:49,2022-08-10T18:45:05,0.44,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-11,29.7,22.5,25.2,32.4,22.5,25.7,21,78.4,0.6,100,4.17,rain,0,0,57.2,25.7,249.1,1004.2,83.6,5,201,17.4,8,10,2022-08-11T05:58:04,2022-08-11T18:44:32,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-12,28.4,23,25.5,31.2,23,26.5,22.1,81.5,0.3,100,4.17,rain,0,0,53.3,23.2,260.9,1006.6,84.2,5.3,274.8,23.8,10,10,2022-08-12T05:58:18,2022-08-12T18:43:57,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-13,27.8,22,25.1,30.6,22,25.8,21.7,81.6,0,0,0,,0,0,51.8,20.5,260.6,1007.1,80.6,5.4,231.2,19.9,7,10,2022-08-13T05:58:33,2022-08-13T18:43:22,0.54,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-14,25.8,22,23.9,25.8,22,23.9,21.9,88.4,0.5,100,4.17,rain,0,0,50.4,26.8,262.9,1008.3,95.5,5.1,111.9,9.6,6,10,2022-08-14T05:58:47,2022-08-14T18:42:46,0.57,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-15,25.9,21.1,23.9,25.9,21.1,23.9,21.1,84.9,2.9,100,8.33,rain,0,0,50,21.4,253.5,1008.6,98.9,4.5,71.2,6,3,10,2022-08-15T05:59:00,2022-08-15T18:42:09,0.6,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-16,30.8,22,26.2,34.3,22,27.4,21.2,75.4,0,0,0,rain,0,0,46.1,14.8,248,1009.6,68.4,5.7,238.6,20.6,10,30,2022-08-16T05:59:14,2022-08-16T18:41:32,0.64,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-17,30.2,22,26.1,33.8,22,27.6,22.3,79.9,0.9,100,4.17,rain,0,0,38.5,13,258.8,1010.1,64,6,306.8,26.4,10,30,2022-08-17T05:59:27,2022-08-17T18:40:53,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-18,32.4,22.1,26.5,39.6,22.1,27.7,21.5,75.5,25,100,4.17,rain,0,0,40.7,22.3,276.9,1007.7,59.5,12.8,277.6,23.9,10,30,2022-08-18T05:59:39,2022-08-18T18:40:14,0.7,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999,remote"
telangana,2022-08-19,29.5,22.9,26,33.5,22.9,27,21.6,77.3,0.7,100,4.17,rain,0,0,40.7,25.6,286.4,1007,87.8,13.6,241.2,20.7,8,10,2022-08-19T05:59:52,2022-08-19T18:39:35,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"43083099999,43128599999,remote,43128099999,VOHS"
telangana,2022-08-20,30,22,26,33.7,22,27.2,21.9,79.1,1,100,4.17,rain,0,0,44.6,24.1,277.8,1007.7,72.2,5.3,233.5,20.1,8,30,2022-08-20T06:00:04,2022-08-20T18:38:54,0.77,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"43128599999,VOHS,43128099999"
telangana,2022-08-21,30,24,26.6,33.3,24,27.7,21.5,74.6,0.2,100,8.33,rain,0,0,46.8,20.5,270.2,1006.3,69.5,6.1,215.5,18.5,7,10,2022-08-21T06:00:16,2022-08-21T18:38:13,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-22,28.8,22,25.3,31.4,22,25.8,21.4,79.7,0.7,100,8.33,rain,0,0,46.4,19.4,268.2,1006.1,57.9,5.4,180.5,15.5,8,10,2022-08-22T06:00:28,2022-08-22T18:37:32,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999,remote"
telangana,2022-08-23,29.6,22,25.5,33,22,26.5,22,81.4,0.3,100,8.33,rain,0,0,39.2,14.8,260.8,1007.5,59.7,5.4,275.6,23.8,9,10,2022-08-23T06:00:39,2022-08-23T18:36:49,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-24,30.4,22.1,25.8,34.1,22.1,27.1,21.9,79.6,0,0,0,rain,0,0,34.9,16.6,281.8,1009.5,73,5.8,242.8,21.1,8,30,2022-08-24T06:00:50,2022-08-24T18:36:07,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-25,29.9,23,25.7,34.2,23,26.8,22.2,81.4,0.4,100,12.5,rain,0,0,31.7,20.3,289.1,1009.1,75.5,5.9,236.9,20.5,9,30,2022-08-25T06:01:01,2022-08-25T18:35:23,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-26,31.5,23,26.2,36.1,23,27.6,22.1,79,0.1,100,4.17,rain,0,0,20.5,14.8,315.5,1008.5,56.5,5.7,271.7,23.4,10,10,2022-08-26T06:01:11,2022-08-26T18:34:39,0.96,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-27,30.8,23,26,34.4,23,27.3,22.6,82.5,0.2,100,8.33,rain,0,0,18,11.5,321.3,1008.5,68,5.5,258,22,10,30,2022-08-27T06:01:22,2022-08-27T18:33:55,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-28,31.8,22.5,26.7,35.4,22.5,28.2,22.5,79.2,0.9,100,8.33,rain,0,0,24.5,20.3,299.1,1008.4,72.9,5.3,172.9,15,8,30,2022-08-28T06:01:32,2022-08-28T18:33:10,0.03,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-29,27.4,23.1,25,30.9,23.1,25.2,22.9,88.6,0.2,100,4.17,rain,0,0,8.6,11.2,349.9,1009.8,90.2,4.3,225.3,19.4,10,30,2022-08-29T06:01:41,2022-08-29T18:32:24,0.07,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-30,29.5,21.1,25.4,34.4,21.1,26.7,22.7,85.5,0.4,100,4.17,rain,0,0,22,37,96.8,1010.9,70.6,5.1,271.3,23.2,10,30,2022-08-30T06:01:51,2022-08-30T18:31:38,0.1,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-08-31,30.4,24,26.9,34.8,24,29,23.3,81.6,2.3,100,16.67,rain,0,0,20.5,9.4,124.3,1009.6,61.1,5.7,291.4,25,10,60,2022-08-31T06:02:00,2022-08-31T18:30:52,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-09-01,30.8,24,27,35,24,28.8,23.1,80.1,1.2,100,12.5,rain,0,0,27,13,118.3,1009.8,52.5,6.5,275.1,23.6,10,30,2022-09-01T06:02:10,2022-09-01T18:30:05,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-09-02,30.3,23,26,34.5,23,27.3,23,84.2,0,0,0,rain,0,0,22.3,14.8,118.2,1010.8,53.7,5.8,253.2,21.7,10,60,2022-09-02T06:02:19,2022-09-02T18:29:18,0.21,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-09-03,31.4,23,27.4,36.5,23,30.2,23.4,79.5,3.3,100,16.67,rain,0,0,13.7,10.3,109,1010.1,48.8,5.9,248.4,21.5,10,60,2022-09-03T06:02:27,2022-09-03T18:28:30,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-09-04,29.6,23.2,26.1,33.7,23.2,27.3,22.7,81.8,0.6,100,8.33,rain,0,0,19.4,13,264.1,1009.7,79.5,5.8,166.1,14.3,8,30,2022-09-04T06:02:36,2022-09-04T18:27:42,0.28,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-09-05,30.2,23.5,26,36.2,23.5,27.2,23.3,85.7,0.1,100,4.17,rain,0,0,37.1,31.9,358,1009.6,66,5.1,257.1,22.2,10,30,2022-09-05T06:02:45,2022-09-05T18:26:54,0.32,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-09-06,30.1,21.2,24.7,35.1,21.2,25.6,22.3,87,15,100,4.17,rain,0,0,15.8,13,48.1,1009.2,71.8,4.8,251,21.6,10,30,2022-09-06T06:02:53,2022-09-06T18:26:05,0.35,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-09-07,29.7,21.1,24.3,34.4,21.1,25.4,22.2,88.3,37,100,12.5,rain,0,0,33.5,9.4,74.7,1009,76.1,4.5,205.3,17.7,9,30,2022-09-07T06:03:01,2022-09-07T18:25:16,0.39,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-09-08,26.6,21.2,23.5,26.6,21.2,23.5,22.1,92.3,40,100,8.33,rain,0,0,18,14.8,290.8,1008.3,94.3,4,238.2,20.5,9,30,2022-09-08T06:03:09,2022-09-08T18:24:27,0.42,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-09-09,28.2,21.2,23.9,32,21.2,24.2,22.7,93.2,3,100,8.33,rain,0,0,17.6,13,286.2,1007.7,91.7,4.5,191.5,16.6,8,30,2022-09-09T06:03:17,2022-09-09T18:23:37,0.46,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-09-10,27.7,22.1,23.2,30.9,22.1,23.3,22.2,94.5,8,100,8.33,rain,0,0,26.6,18.4,293.6,1006.7,96.4,5.4,141.9,12.4,7,30,2022-09-10T06:03:25,2022-09-10T18:22:48,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999,remote"
telangana,2022-09-11,24,21.2,22.8,24,21.2,22.8,21.8,94.2,4.7,100,8.33,rain,0,0,42.5,24.1,273.7,1005.1,95,5.1,45.7,3.8,3,10,2022-09-11T06:03:33,2022-09-11T18:21:58,0.53,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-09-12,27.1,21.2,23.8,30.3,21.2,23.9,22.2,91,11,100,8.33,rain,0,0,51.5,25.9,242.5,1004.3,93.6,7.1,112.5,9.7,5,30,2022-09-12T06:03:41,2022-09-12T18:21:08,0.56,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999,remote"
telangana,2022-09-13,27,22.1,24.2,29.2,22.1,24.3,22.5,90.1,0.4,100,8.33,rain,0,0,50.4,25,233,1007.5,87,5.2,204,17.6,7,30,2022-09-13T06:03:49,2022-09-13T18:20:18,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-09-14,28,22,24.5,30.7,22,24.9,22,86.3,0,0,0,rain,0,0,43.2,18.4,239.9,1010.7,75.7,5.3,238,20.5,9,30,2022-09-14T06:03:57,2022-09-14T18:19:27,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-09-15,27.3,22,24.5,30,22,24.6,22,86.1,0,0,0,rain,0,0,44.6,16.6,246.6,1011.3,67.1,5.4,262.3,22.7,10,10,2022-09-15T06:04:04,2022-09-15T18:18:37,0.66,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-09-16,27.5,22,24.7,30,22,25.2,21.7,83.7,0,0,0,rain,0,0,50,27.7,256.3,1009.3,61.9,5.6,230,19.8,9,10,2022-09-16T06:04:12,2022-09-16T18:17:46,0.69,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-09-17,28.6,22,25,32.2,22,25.8,21.9,83.5,0,0,0,rain,0,0,40.7,20.3,262.8,1009.5,61.9,5.4,206.3,18,9,30,2022-09-17T06:04:20,2022-09-17T18:16:56,0.72,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
telangana,2022-09-18,29.7,21.5,25.4,33.1,21.5,26.3,21.8,81.1,0,0,0,rain,0,0,44.3,18.4,281.3,1010.4,51.3,5.9,214.5,18.5,9,30,2022-09-18T06:04:27,2022-09-18T18:16:05,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"VOHY,43083099999,43128599999,VOHS,43128099999"
